STATE,STATENAME,ST_CASE,VEH_NO,PVE_FORMS,PNUMOCCS,PNUMOCCSNAME,PDAY,PDAYNAME,PMONTH,PMONTHNAME,PHOUR,PHOURNAME,PMINUTE,PMINUTENAME,PHARM_EV,PHARM_EVNAME,PMAN_COLL,PMAN_COLLNAME,PTYPE,PTYPENAME,PHIT_RUN,PHIT_RUNNAME,PREG_STAT,PREG_STATNAME,POWNER,POWNERNAME,PMAKE,PMAKENAME,PMODEL,PMAK_MOD,PBODYTYP,PBODYTYPNAME,PMODYEAR,PMODYEARNAME,PVIN,PVINNAME,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PTRAILER,PTRAILERNAME,PMCARR_I1,PMCARR_I1NAME,PMCARR_I2,PMCARR_I2NAME,PMCARR_ID,PMCARR_IDNAME,PGVWR,PGVWRNAME,PV_CONFIG,PV_CONFIGNAME,PCARGTYP,PCARGTYPNAME,PHAZ_INV,PHAZ_INVNAME,PHAZPLAC,PHAZPLACNAME,PHAZ_ID,PHAZ_IDNAME,PHAZ_CNO,PHAZ_CNONAME,PHAZ_REL,PHAZ_RELNAME,PBUS_USE,PBUS_USENAME,PSP_USE,PSP_USENAME,PEM_USE,PEM_USENAME,PUNDERIDE,PUNDERIDENAME,PIMPACT1,PIMPACT1NAME,PVEH_SEV,PVEH_SEVNAME,PTOWED,PTOWEDNAME,PM_HARM,PM_HARMNAME,PVEH_SC1,PVEH_SC1NAME,PVEH_SC2,PVEH_SC2NAME,PFIRE,PFIRENAME,PDEATHS
4,Arizona,40067,4,3,0,None,5,5,2,February,9,9:00am-9:59am,25,25,12,Motor Vehicle In-Transport,6,Angle,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,20,Chevrolet,421,Chevrolet Fullsize Blazer/Tahoe,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",2003,2003,1GNEC13T63R2,1GNEC13T63R2,1,G,N,E,C,1,3,T,6,3,R,2,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,8,Not Reported,8,Not Reported,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40131,2,1,0,None,2,2,3,March,17,5:00pm-5:59pm,12,12,38,Fence,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,6,Chrysler,421,Chrysler Aspen,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",2007,2007,1A8HX58P87F5,1A8HX58P87F5,1,A,8,H,X,5,8,P,8,7,F,5,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,98,Not Reported,8,Not Reported,8,Not Reported,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40131,3,1,0,None,2,2,3,March,17,5:00pm-5:59pm,12,12,38,Fence,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,20,Chevrolet,37,Chevrolet Malibu/Malibu Maxx,4,"4-door sedan, hardtop",2006,2006,1G1ZT51846F1,1G1ZT51846F1,1,G,1,Z,T,5,1,8,4,6,F,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,98,Not Reported,8,Not Reported,8,Not Reported,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40131,4,1,0,None,2,2,3,March,17,5:00pm-5:59pm,12,12,38,Fence,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,7,Dodge,422,Dodge Durango (2004 on; see 402 for 1998-2003 models),15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",2005,2005,1D8HB48D35F5,1D8HB48D35F5,1,D,8,H,B,4,8,D,3,5,F,5,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,98,Not Reported,8,Not Reported,8,Not Reported,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40131,5,1,0,None,2,2,3,March,17,5:00pm-5:59pm,12,12,38,Fence,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,6,Chrysler,441,Chrysler Town and Country,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",2003,2003,2C8GP54L33R1,2C8GP54L33R1,2,C,8,G,P,5,4,L,3,3,R,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,98,Not Reported,8,Not Reported,8,Not Reported,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40153,2,1,0,None,15,15,3,March,17,5:00pm-5:59pm,26,26,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,481,Ford F-Series pickup,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2002,2002,1FTSW31F72EC,1FTSW31F72EC,1,F,T,S,W,3,1,F,7,2,E,C,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,82,Right-Front Side,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40170,2,1,0,None,26,26,3,March,21,9:00pm-9:59pm,2,2,59,Traffic Sign Support,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,82,Freightliner,884,Freightliner Medium/Heavy - Unknown engine location,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2012,2012,1FUJGHDV6CSB,1FUJGHDV6CSB,1,F,U,J,G,H,D,V,6,C,S,B,0,No Trailing Units,57,US DOT,2508912,2508912,572508912,572508912,3,"26,001 lbs. or more",5,Truck Tractor (Bobtail),96,No Cargo Body Type,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40178,2,1,0,None,30,30,3,March,16,4:00pm-4:59pm,55,55,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,6,Chrysler,52,Chrysler PT Cruiser,6,Station Wagon (excluding van and truck based),2002,2002,3C8FY68BX2T2,3C8FY68BX2T2,3,C,8,F,Y,6,8,B,X,2,T,2,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,83,Right-Back Side,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40178,3,1,0,None,30,30,3,March,16,4:00pm-4:59pm,55,55,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,20,Chevrolet,16,Chevrolet Cavalier,2,"2-door sedan,hardtop,coupe",2000,2000,3G1JC1248YS1,3G1JC1248YS1,3,G,1,J,C,1,2,4,8,Y,S,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40178,4,1,0,None,30,30,3,March,16,4:00pm-4:59pm,55,55,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,481,Ford F-Series pickup,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2000,2000,1FTRX17W3YNC,1FTRX17W3YNC,1,F,T,R,X,1,7,W,3,Y,N,C,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,83,Right-Back Side,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40178,5,1,0,None,30,30,3,March,16,4:00pm-4:59pm,55,55,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,8,Colorado,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,49,Toyota,404,Toyota FJ Cruiser,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2008,2008,JTEBU11F68K0,JTEBU11F68K0,J,T,E,B,U,1,1,F,6,8,K,0,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40178,6,1,0,None,30,30,3,March,16,4:00pm-4:59pm,55,55,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,20,Chevrolet,2,"Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",4,"4-door sedan, hardtop",2004,2004,2G1WF52E8493,2G1WF52E8493,2,G,1,W,F,5,2,E,8,4,9,3,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40268,2,1,0,None,23,23,4,April,14,2:00pm-2:59pm,26,26,31,"Other Post, Other Pole or Other Supports",0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,53,Washington,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,2,Jeep / Kaiser-Jeep / Willys- Jeep,404,Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",1995,1995,1J4GZ58S5SC7,1J4GZ58S5SC7,1,J,4,G,Z,5,8,S,5,S,C,7,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,61,Left,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40272,2,1,0,None,25,25,4,April,7,7:00am-7:59am,48,48,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,481,Ford F-Series pickup,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",1994,1994,2FTHF25G3RCA,2FTHF25G3RCA,2,F,T,H,F,2,5,G,3,R,C,A,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,4,Functional Damage,3,Towed Not Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40339,2,1,0,None,14,14,5,May,20,8:00pm-8:59pm,15,15,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,20,Chevrolet,481,"Chevrolet C, K, R, V-series pickup/Silverado",31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2007,2007,1GCHK29U67E1,1GCHK29U67E1,1,G,C,H,K,2,9,U,6,7,E,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,62,Left-Front Side,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40339,3,1,0,None,14,14,5,May,20,8:00pm-8:59pm,15,15,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,20,Chevrolet,481,"Chevrolet C, K, R, V-series pickup/Silverado",31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2013,2013,1GCRCPEX0DZ1,1GCRCPEX0DZ1,1,G,C,R,C,P,E,X,0,D,Z,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,63,Left-Back Side,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40343,2,1,0,None,16,16,5,May,4,4:00am-4:59am,36,36,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,481,Ford F-Series pickup,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",1972,1972,F10YKN03820,F10YKN03820,F,1,0,Y,K,N,0,3,8,2,0,,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,61,Left,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40350,3,2,0,None,24,24,5,May,22,10:00pm-10:59pm,0,0,12,Motor Vehicle In-Transport,99,Unknown,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,99,Unknown,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,99,Unknown Make,999,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",99,Unknown body type,9999,Unknown,999999999999,Unknown,9,9,9,9,9,9,9,9,9,9,9,9,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,99,Unknown,9,Unknown,9,Unknown,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40350,4,2,0,None,24,24,5,May,22,10:00pm-10:59pm,0,0,12,Motor Vehicle In-Transport,99,Unknown,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,99,Unknown,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,99,Unknown Make,999,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",99,Unknown body type,9999,Unknown,999999999999,Unknown,9,9,9,9,9,9,9,9,9,9,9,9,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,99,Unknown,9,Unknown,9,Unknown,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40382,2,1,2,02,19,19,6,June,16,4:00pm-4:59pm,57,57,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,18,Indiana,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,84,International Harvester/Navistar,881,International Harvester/Navistar Medium/Heavy - CBE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2012,2012,1HSDJSJR0CJ6,1HSDJSJR0CJ6,1,H,S,D,J,S,J,R,0,C,J,6,1,One Trailing Unit,57,US DOT,899748,899748,57899748,57899748,3,"26,001 lbs. or more",6,Truck Tractor/Semi-Trailer,3,Flatbed,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40433,2,1,1,01,9,9,7,July,16,4:00pm-4:59pm,29,29,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,481,Ford F-Series pickup,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2011,2011,1FTFW1ET2BFB,1FTFW1ET2BFB,1,F,T,F,W,1,E,T,2,B,F,B,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,63,Left-Back Side,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40438,3,2,0,None,12,12,7,July,20,8:00pm-8:59pm,22,22,12,Motor Vehicle In-Transport,1,Front-to-Rear,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,82,Freightliner,881,Freightliner Medium/Heavy - CBE,62,"Single-unit straight truck or Cab-Chassis (19,500 lbs. < GVWR < or = 26,000 lbs.)",9999,Unknown,1FVACWDT9GHG,1FVACWDT9GHG,1,F,V,A,C,W,D,T,9,G,H,G,0,No Trailing Units,57,US DOT,T12843,T12843,57T12843,57T12843,2,"10,001 lbs - 26,000 lbs",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",3,Flatbed,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,83,Right-Back Side,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40448,2,1,1,01,27,27,7,July,6,6:00am-6:59am,7,7,18,Other Object (not fixed),0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,19,Iowa,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,84,International Harvester/Navistar,881,International Harvester/Navistar Medium/Heavy - CBE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2014,2014,3HSDGSJN1EN0,3HSDGSJN1EN0,3,H,S,D,G,S,J,N,1,E,N,0,1,One Trailing Unit,57,US DOT,149350,149350,57149350,57149350,3,"26,001 lbs. or more",6,Truck Tractor/Semi-Trailer,1,Van/Enclosed Box,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40590,2,1,0,None,5,5,9,September,21,9:00pm-9:59pm,33,33,34,Ditch,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,4,Arizona,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,20,Chevrolet,481,"Chevrolet C, K, R, V-series pickup/Silverado",31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",1991,1991,2GCEC19K6M12,2GCEC19K6M12,2,G,C,E,C,1,9,K,6,M,1,2,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,13,Top,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40613,2,1,0,None,27,27,9,September,1,1:00am-1:59am,23,23,31,"Other Post, Other Pole or Other Supports",0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,92,No Registration,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,42,Mercedes-Benz,42,Mercedes-Benz C Class (94 on),4,"4-door sedan, hardtop",2007,2007,WDBRF52H37F8,WDBRF52H37F8,W,D,B,R,F,5,2,H,3,7,F,8,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,98,Not Reported,6,Disabling Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40613,3,1,0,None,27,27,9,September,1,1:00am-1:59am,23,23,31,"Other Post, Other Pole or Other Supports",0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,92,No Registration,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,6,Chrysler,51,Chrysler 300M/300/300C/300S,4,"4-door sedan, hardtop",2006,2006,2C3LA63H26H4,2C3LA63H26H4,2,C,3,L,A,6,3,H,2,6,H,4,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,98,Not Reported,6,Disabling Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
4,Arizona,40613,4,1,0,None,27,27,9,September,1,1:00am-1:59am,23,23,31,"Other Post, Other Pole or Other Supports",0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,92,No Registration,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,30,Volkswagen,46,Volkswagen Passat (CC - 2008 thru 2011; see 052 for 2012 on),4,"4-door sedan, hardtop",2006,2006,WVWEK73C76P1,WVWEK73C76P1,W,V,W,E,K,7,3,C,7,6,P,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,98,Not Reported,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
